epoch,accuracy,loss,val_accuracy,val_loss
37,0.0,0.49992769956588745,0.0,0.5009097456932068
38,0.0,0.4999207556247711,0.0,0.5008529424667358
39,0.0,0.4999116063117981,0.0,0.5008692145347595
40,0.0,0.49989932775497437,0.0,0.5009758472442627
41,0.0,0.49994003772735596,0.0,0.5008575916290283
42,0.0,0.499911904335022,0.0,0.5009638667106628
43,0.0,0.4999181032180786,0.0,0.5008493065834045
44,0.0,0.4998874366283417,0.0,0.5008925199508667
45,0.0,0.49992579221725464,0.0,0.5008656978607178
46,0.0,0.4999009668827057,0.0,0.5009726881980896
47,0.0,0.4999328553676605,0.0,0.5009641051292419
48,0.0,0.49992406368255615,0.0,0.5008655190467834
49,0.0,0.4998588263988495,0.0,0.5009295344352722
50,0.0,0.4999406337738037,0.0,0.5008518099784851
51,0.0,0.49988555908203125,0.0,0.500933825969696
52,0.0,0.49985453486442566,0.0,0.5013183355331421
53,0.0,0.4999030828475952,0.0,0.5008600354194641
54,0.0,0.4998338520526886,0.0,0.5011528134346008
55,0.0,0.4999076724052429,0.0,0.50093674659729
56,0.0,0.49997130036354065,0.0,0.5009942650794983
57,0.0,0.49990472197532654,0.0,0.5009961128234863
58,0.0,0.4998888671398163,0.0,0.5009422898292542
59,0.0,0.4999033212661743,0.0,0.5009043216705322
60,0.0,0.49991822242736816,0.0,0.5008978843688965
61,0.0,0.49993598461151123,0.0,0.500952959060669
62,0.0,0.49988099932670593,0.0,0.5009499788284302
63,0.0,0.4999140202999115,0.0,0.5008824467658997
64,0.0,0.4999173879623413,0.0,0.5008909702301025
65,0.0,0.4998874068260193,0.0,0.5009674429893494
66,0.0,0.4999297261238098,0.0,0.5009324550628662
67,0.0,0.4999333620071411,0.0,0.5010110139846802
68,0.0,0.4999062418937683,0.0,0.5009227991104126
69,0.0,0.4999133348464966,0.0,0.5010151267051697
70,0.0,0.49991917610168457,0.0,0.5009769201278687
71,0.0,0.49989935755729675,0.0,0.50117027759552
72,0.0,0.49991729855537415,0.0,0.5010577440261841
73,0.0,0.4999329149723053,0.0,0.5008531212806702
74,0.0,0.4998883306980133,0.0,0.5009094476699829
75,0.0,0.499941885471344,0.0,0.5008581280708313
76,0.0,0.49991270899772644,0.0,0.5009997487068176
77,0.0,0.4999368190765381,0.0,0.5008533000946045
78,0.0,0.49989569187164307,0.0,0.5008907914161682
79,0.0,0.499921053647995,0.0,0.5008716583251953
80,0.0,0.4999065399169922,0.0,0.5009178519248962
81,0.0,0.4999329149723053,0.0,0.5009315609931946
82,0.0,0.4999546408653259,0.0,0.5008487105369568
83,0.0,0.49992528557777405,0.0,0.5008718967437744
84,0.0,0.49986737966537476,0.0,0.5009589791297913
85,0.0,0.4998413026332855,0.0,0.5010011792182922
86,0.0,0.4999503791332245,0.0,0.500860869884491
87,0.0,0.49990805983543396,0.0,0.5009070634841919
88,0.0,0.49990418553352356,0.0,0.5008641481399536
89,0.0,0.4999663233757019,0.0,0.5008922815322876
90,0.0,0.4998903274536133,0.0,0.5010218024253845
91,0.0,0.49996158480644226,0.0,0.5009721517562866
92,0.0,0.49992167949676514,0.0,0.5008652210235596
93,0.0,0.49991095066070557,0.0,0.5008853673934937
94,0.0,0.4998796284198761,0.0,0.5008801817893982
95,0.0,0.49990126490592957,0.0,0.5010339021682739
96,0.0,0.49993833899497986,0.0,0.5008745789527893
97,0.0,0.4998784065246582,0.0,0.5010287761688232
98,0.0,0.4999299943447113,0.0,0.500889003276825
99,0.0,0.49990516901016235,0.0,0.5008551478385925
